file,帳票,行,列,濃さ,推定,label
Scanned_Document_19_r22_c2.png,Scanned_Document_19,22,4ヶ月,42.5,×,○
Scanned_Document_19_r22_c3.png,Scanned_Document_19,22,8ヶ月,47.8,×,○
Scanned_Document_19_r22_c4.png,Scanned_Document_19,22,1年,0.0,空欄,空欄
Scanned_Document_19_r22_c5.png,Scanned_Document_19,22,1年4ヶ月,0.0,空欄,空欄
Scanned_Document_19_r22_c6.png,Scanned_Document_19,22,1年8ヶ月,0.0,空欄,空欄
Scanned_Document_19_r22_c7.png,Scanned_Document_19,22,2年,0.0,空欄,空欄
Scanned_Document_19_r23_c1.png,Scanned_Document_19,23,2ヶ月,33.5,空欄,—
Scanned_Document_19_r23_c2.png,Scanned_Document_19,23,4ヶ月,0.0,空欄,空欄
Scanned_Document_19_r23_c3.png,Scanned_Document_19,23,8ヶ月,0.0,空欄,空欄
Scanned_Document_19_r23_c4.png,Scanned_Document_19,23,1年,0.0,空欄,空欄
Scanned_Document_19_r23_c5.png,Scanned_Document_19,23,1年4ヶ月,28.0,空欄,空欄
Scanned_Document_19_r23_c6.png,Scanned_Document_19,23,1年8ヶ月,0.0,空欄,空欄
Scanned_Document_19_r23_c7.png,Scanned_Document_19,23,2年,28.0,空欄,空欄
Scanned_Document_19_r24_c1.png,Scanned_Document_19,24,2ヶ月,0.0,空欄,
Scanned_Document_19_r24_c2.png,Scanned_Document_19,24,4ヶ月,28.0,空欄,
Scanned_Document_19_r24_c3.png,Scanned_Document_19,24,8ヶ月,0.0,空欄,
Scanned_Document_19_r24_c4.png,Scanned_Document_19,24,1年,142.6,×,
Scanned_Document_19_r24_c5.png,Scanned_Document_19,24,1年4ヶ月,139.6,在庫なし,
Scanned_Document_19_r24_c6.png,Scanned_Document_19,24,1年8ヶ月,95.2,○,
Scanned_Document_19_r24_c7.png,Scanned_Document_19,24,2年,134.2,◎,
Scanned_Document_19_r25_c1.png,Scanned_Document_19,25,2ヶ月,165.3,◎,
Scanned_Document_19_r25_c2.png,Scanned_Document_19,25,4ヶ月,165.5,◎,
Scanned_Document_19_r25_c3.png,Scanned_Document_19,25,8ヶ月,154.1,×,
Scanned_Document_19_r25_c4.png,Scanned_Document_19,25,1年,152.2,◎,
Scanned_Document_19_r25_c5.png,Scanned_Document_19,25,1年4ヶ月,157.7,◎,
Scanned_Document_19_r25_c6.png,Scanned_Document_19,25,1年8ヶ月,0.0,空欄,
Scanned_Document_19_r25_c7.png,Scanned_Document_19,25,2年,32.0,空欄,
Scanned_Document_19_r26_c1.png,Scanned_Document_19,26,2ヶ月,104.0,○,
Scanned_Document_19_r26_c2.png,Scanned_Document_19,26,4ヶ月,109.5,×,
Scanned_Document_19_r26_c3.png,Scanned_Document_19,26,8ヶ月,124.3,◎,
Scanned_Document_19_r26_c4.png,Scanned_Document_19,26,1年,111.9,×,
Scanned_Document_19_r26_c5.png,Scanned_Document_19,26,1年4ヶ月,122.1,×,
Scanned_Document_19_r26_c6.png,Scanned_Document_19,26,1年8ヶ月,0.0,空欄,
Scanned_Document_19_r26_c7.png,Scanned_Document_19,26,2年,29.5,空欄,
Scanned_Document_19_r27_c1.png,Scanned_Document_19,27,2ヶ月,100.8,○,
Scanned_Document_19_r27_c2.png,Scanned_Document_19,27,4ヶ月,107.8,×,
Scanned_Document_19_r27_c3.png,Scanned_Document_19,27,8ヶ月,111.9,◎,
Scanned_Document_19_r27_c4.png,Scanned_Document_19,27,1年,120.8,×,
Scanned_Document_19_r27_c5.png,Scanned_Document_19,27,1年4ヶ月,113.3,×,
Scanned_Document_19_r27_c6.png,Scanned_Document_19,27,1年8ヶ月,0.0,空欄,
Scanned_Document_19_r27_c7.png,Scanned_Document_19,27,2年,0.0,空欄,
